Entity,Code,Year,Corruption Perception Index - Transparency International (2018).x,Share of the population in extreme poverty.x,Corruption Perception Index - Transparency International (2018).y,Share of the population in extreme poverty.y,Oil production (TWh).x,HAQ Index (IHME (2017)).x,Gender Inequality Index (Human Development Report (2015)).x,GDP per capita (constant 2015 US$).x,freeexpr_bti.x,electfreefair_bti.x,"Foreign direct investment, net outflows (% of GDP).x","Foreign direct investment, net inflows (% of GDP).x",Birth rate - Sex: all - Age: all - Variant: estimates.x,Deaths - Cardiovascular diseases - Sex: Both - Age: Age-standardized (Rate).x,Oil production (TWh).y,HAQ Index (IHME (2017)).y,Gender Inequality Index (Human Development Report (2015)).y,GDP per capita (constant 2015 US$).y,freeexpr_bti.y,electfreefair_bti.y,"Foreign direct investment, net outflows (% of GDP).y","Foreign direct investment, net inflows (% of GDP).y",Birth rate - Sex: all - Age: all - Variant: estimates.y,Deaths - Cardiovascular diseases - Sex: Both - Age: Age-standardized (Rate).y
Algeria,DZA,2024,NA,1.54,NA,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,2025,NA,1.4,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,2026,NA,1.27,NA,1.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,2027,NA,1.15,NA,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,2028,NA,1.04,NA,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,2029,NA,0.94,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,2030,NA,0.85,NA,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,2019,NA,27.52,NA,27.52,803.2828369140625,NA,NA,3458.650390625,6,4,-2.627487897872925,-4.5835466384887695,39.724998474121094,304.73,803.2828369140625,NA,NA,3458.650390625,6,4,-2.627487897872925,-4.5835466384887695,39.724998474121094,304.73
Angola,AGO,2020,NA,28.07,NA,28.07,746.8817138671875,NA,NA,3168.25390625,NA,NA,0.15505431592464447,-3.197322368621826,39.270999908447266,NA,746.8817138671875,NA,NA,3168.25390625,NA,NA,0.15505431592464447,-3.197322368621826,39.270999908447266,NA
Angola,AGO,2021,NA,28.68,NA,28.68,658.3441162109375,NA,NA,NA,6,4,NA,NA,38.80899810791016,NA,658.3441162109375,NA,NA,NA,6,4,NA,NA,38.80899810791016,NA
Angola,AGO,2022,NA,29.26,NA,29.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,2023,NA,29.06,NA,29.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,2024,NA,28.87,NA,28.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,2025,NA,28.69,NA,28.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,2026,NA,28.52,NA,28.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,2027,NA,28.36,NA,28.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,2028,NA,28.21,NA,28.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,2029,NA,28.07,NA,28.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,2030,NA,27.94,NA,27.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,2019,NA,42.05,NA,42.05,200.3478546142578,NA,NA,1792.30712890625,3,2,0.1776096671819687,26.399965286254883,31.676000595092773,355.63,200.3478546142578,NA,NA,1792.30712890625,3,2,0.1776096671819687,26.399965286254883,31.676000595092773,355.63
Congo,COG,2020,NA,41.94,NA,41.94,183.2361602783203,NA,NA,1608.779296875,NA,NA,0.2667420208454132,39.417720794677734,31.155000686645508,NA,183.2361602783203,NA,NA,1608.779296875,NA,NA,0.2667420208454132,39.417720794677734,31.155000686645508,NA
Congo,COG,2021,NA,42.04,NA,42.04,163.0564422607422,NA,NA,NA,3,2,NA,NA,30.69099998474121,NA,163.0564422607422,NA,NA,NA,3,2,NA,NA,30.69099998474121,NA
Congo,COG,2022,NA,42.21,NA,42.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,2023,NA,41.18,NA,41.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,2024,NA,40.17,NA,40.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,2025,NA,39.17,NA,39.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,2026,NA,38.23,NA,38.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,2027,NA,37.3,NA,37.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,2028,NA,36.4,NA,36.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,2029,NA,35.51,NA,35.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Congo,COG,2030,NA,34.63,NA,34.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,2015,NA,0.11,NA,0.11,140.7707977294922,48.4,NA,11283.3984375,NA,NA,NA,1.7695584297180176,35.229000091552734,254.34,140.7707977294922,48.4,NA,11283.3984375,NA,NA,NA,1.7695584297180176,35.229000091552734,254.34
Equatorial Guinea,GNQ,2016,NA,0.12,NA,0.12,120.302978515625,NA,NA,9894.005859375,NA,NA,NA,0.48038190603256226,34.391998291015625,258.26,120.302978515625,NA,NA,9894.005859375,NA,NA,NA,0.48038190603256226,34.391998291015625,258.26
Equatorial Guinea,GNQ,2019,NA,0.13,NA,0.13,86.00617218017578,NA,NA,7373.59521484375,2,2,NA,3.961426734924317,31.874000549316406,261.18,86.00617218017578,NA,NA,7373.59521484375,2,2,NA,3.961426734924317,31.874000549316406,261.18
Equatorial Guinea,GNQ,2020,NA,0.13,NA,0.13,85.84917449951172,NA,NA,6777.8359375,NA,NA,NA,5.28739070892334,31.173999786376953,NA,85.84917449951172,NA,NA,6777.8359375,NA,NA,NA,5.28739070892334,31.173999786376953,NA
Equatorial Guinea,GNQ,2021,NA,0.13,NA,0.13,74.80921936035156,NA,NA,NA,2,2,NA,NA,30.49799919128418,NA,74.80921936035156,NA,NA,NA,2,2,NA,NA,30.49799919128418,NA
Equatorial Guinea,GNQ,2022,NA,0.13,NA,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,2023,NA,0.12,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,2024,NA,0.12,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,2025,NA,0.12,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,2026,NA,0.12,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,2027,NA,0.12,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,2028,NA,0.11,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,2029,NA,0.11,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,2030,NA,0.11,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,GAB,2019,NA,2.08,NA,2.08,126.49544525146484,NA,NA,7116.0810546875,4,4,-0.2001795619726181,9.204097747802734,28.354000091552734,301.31,126.49544525146484,NA,NA,7116.0810546875,4,4,-0.2001795619726181,9.204097747802734,28.354000091552734,301.31
Gabon,GAB,2020,NA,1.85,NA,1.85,120.77914428710938,NA,NA,6818.4970703125,NA,NA,NA,11.206705093383787,27.69499969482422,NA,120.77914428710938,NA,NA,6818.4970703125,NA,NA,NA,11.206705093383787,27.69499969482422,NA
Gabon,GAB,2021,NA,1.64,NA,1.64,105.10751342773438,NA,NA,NA,4,4,NA,NA,27.142000198364254,NA,105.10751342773438,NA,NA,NA,4,4,NA,NA,27.142000198364254,NA
Gabon,GAB,2022,NA,1.43,NA,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,GAB,2023,NA,1.24,NA,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,GAB,2024,NA,1.07,NA,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,GAB,2025,NA,0.93,NA,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,GAB,2026,NA,0.78,NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,GAB,2027,NA,0.66,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,GAB,2028,NA,0.56,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,GAB,2029,NA,0.47,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,GAB,2030,NA,0.4,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iran,IRN,2019,NA,0.01,NA,0.01,1841.3509521484375,NA,NA,4785.02783203125,2,3,0.03284496068954468,0.5839405059814453,15.118000030517578,277.73,1841.3509521484375,NA,NA,4785.02783203125,2,3,0.03284496068954468,0.5839405059814453,15.118000030517578,277.73
Iran,IRN,2020,NA,0.01,NA,0.01,1665.99462890625,NA,NA,4883.60107421875,NA,NA,0.03852634876966476,0.6595524549484253,14.230999946594238,NA,1665.99462890625,NA,NA,4883.60107421875,NA,NA,0.03852634876966476,0.6595524549484253,14.230999946594238,NA
Iran,IRN,2021,NA,0.01,NA,0.01,1949.8636474609375,NA,NA,NA,2,3,NA,NA,13.699000358581545,NA,1949.8636474609375,NA,NA,NA,2,3,NA,NA,13.699000358581545,NA
Iran,IRN,2022,NA,0.01,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iran,IRN,2023,NA,0.01,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iran,IRN,2024,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iran,IRN,2025,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iran,IRN,2026,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iran,IRN,2027,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iran,IRN,2028,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iran,IRN,2029,NA,0.01,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iran,IRN,2030,NA,0.01,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iraq,IRQ,2019,NA,1.45,NA,1.45,2723.979736328125,NA,NA,5154.27685546875,3,6,0.08260414004325867,-1.30822491645813,28.07799911499023,436.19,2723.979736328125,NA,NA,5154.27685546875,3,6,0.08260414004325867,-1.30822491645813,28.07799911499023,436.19
Iraq,IRQ,2020,NA,1.57,NA,1.57,2349.7001953125,NA,NA,4247.814453125,NA,NA,0.0890517458319664,-1.8869374990463257,27.73200035095215,NA,2349.7001953125,NA,NA,4247.814453125,NA,NA,0.0890517458319664,-1.8869374990463257,27.73200035095215,NA
Iraq,IRQ,2021,NA,1.67,NA,1.67,2335.6455078125,NA,NA,NA,3,6,NA,NA,27.367000579833984,NA,2335.6455078125,NA,NA,NA,3,6,NA,NA,27.367000579833984,NA
Iraq,IRQ,2022,NA,1.78,NA,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iraq,IRQ,2023,NA,1.59,NA,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iraq,IRQ,2024,NA,1.42,NA,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iraq,IRQ,2025,NA,1.26,NA,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iraq,IRQ,2026,NA,1.15,NA,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iraq,IRQ,2027,NA,1.04,NA,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iraq,IRQ,2028,NA,0.95,NA,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iraq,IRQ,2029,NA,0.86,NA,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iraq,IRQ,2030,NA,0.79,NA,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,2019,NA,0.02,NA,0.02,1667.531494140625,NA,NA,27156.474609375,4,4,3.435605049133301,0.37858283519744873,12.437000274658203,184.58,1667.531494140625,NA,NA,27156.474609375,4,4,3.435605049133301,0.37858283519744873,12.437000274658203,184.58
Kuwait,KWT,2020,NA,0.02,NA,0.02,1515.858154296875,NA,NA,24429.220703125,NA,NA,2.9766669273376465,-0.5946492552757263,11.79699993133545,NA,1515.858154296875,NA,NA,24429.220703125,NA,NA,2.9766669273376465,-0.5946492552757263,11.79699993133545,NA
Kuwait,KWT,2021,NA,0.02,NA,0.02,1524.609130859375,NA,NA,NA,4,4,NA,NA,10.40999984741211,NA,1524.609130859375,NA,NA,NA,4,4,NA,NA,10.40999984741211,NA
Kuwait,KWT,2022,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,2023,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,2024,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,2025,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,2026,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,2027,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,2028,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,2029,NA,0.01,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kuwait,KWT,2030,NA,0.01,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,2019,NA,7.24,NA,7.24,672.3486328125,NA,NA,5971.849609375,4,3,-0.1956186294555664,0.00191971182357519,18.73200035095215,282.08,672.3486328125,NA,NA,5971.849609375,4,3,-0.1956186294555664,0.00191971182357519,18.73200035095215,282.08
Libya,LBY,2020,NA,6.92,NA,6.92,232.6986389160156,NA,NA,4046.635009765625,NA,NA,0.8052370548248291,NA,18.302000045776367,NA,232.6986389160156,NA,NA,4046.635009765625,NA,NA,0.8052370548248291,NA,18.302000045776367,NA
Libya,LBY,2021,NA,6.59,NA,6.59,693.72674560546875,NA,NA,NA,3,3,NA,NA,17.827999114990234,NA,693.72674560546875,NA,NA,NA,3,3,NA,NA,17.827999114990234,NA
Libya,LBY,2022,NA,6.26,NA,6.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,2023,NA,6.79,NA,6.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,2024,NA,7.39,NA,7.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,2025,NA,8.05,NA,8.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,2026,NA,8.86,NA,8.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,2027,NA,9.78,NA,9.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,2028,NA,10.81,NA,10.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,2029,NA,11.97,NA,11.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,2030,NA,13.29,NA,13.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,2019,NA,43.21,NA,43.21,1175.884033203125,NA,NA,2502.65234375,6,7,0.06367012858390808,0.5143929123878479,37.8489990234375,235.65,1175.884033203125,NA,NA,2502.65234375,6,7,0.06367012858390808,0.5143929123878479,37.8489990234375,235.65
Nigeria,NGA,2020,NA,43.63,NA,43.63,1028.3385009765625,NA,NA,2396.036376953125,NA,NA,-0.07815733551979065,0.5517723560333252,37.46699905395508,NA,1028.3385009765625,NA,NA,2396.036376953125,NA,NA,-0.07815733551979065,0.5517723560333252,37.46699905395508,NA
Nigeria,NGA,2021,NA,44.03,NA,44.03,906.3109130859376,NA,NA,NA,5,5,NA,NA,37.117000579833984,NA,906.3109130859376,NA,NA,NA,5,5,NA,NA,37.117000579833984,NA
Nigeria,NGA,2022,NA,44.42,NA,44.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,2023,NA,43.54,NA,43.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,2024,NA,42.67,NA,42.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,2025,NA,41.8,NA,41.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,2026,NA,40.97,NA,40.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,2027,NA,40.14,NA,40.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,2028,NA,39.32,NA,39.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,2029,NA,38.51,NA,38.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,2030,NA,37.71,NA,37.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,SAU,2019,NA,0.06,NA,0.06,6472.83935546875,NA,NA,19801.875,1,1,1.7084025144577026,0.5753801465034485,18.451000213623047,332.09,6472.83935546875,NA,NA,19801.875,1,1,1.7084025144577026,0.5753801465034485,18.451000213623047,332.09
Saudi Arabia,SAU,2020,NA,0.06,NA,0.06,6042.7490234375,NA,NA,18691.248046875,NA,NA,0.7014422416687012,0.7711866497993469,18.238000869750977,NA,6042.7490234375,NA,NA,18691.248046875,NA,NA,0.7014422416687012,0.7711866497993469,18.238000869750977,NA
Saudi Arabia,SAU,2021,NA,0.05,NA,0.05,5989.71728515625,NA,NA,NA,1,1,NA,NA,17.472999572753906,NA,5989.71728515625,NA,NA,NA,1,1,NA,NA,17.472999572753906,NA
Saudi Arabia,SAU,2022,NA,0.05,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,SAU,2023,NA,0.05,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,SAU,2024,NA,0.05,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,SAU,2025,NA,0.05,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,SAU,2026,NA,0.05,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,SAU,2027,NA,0.04,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,SAU,2028,NA,0.04,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,SAU,2029,NA,0.04,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saudi Arabia,SAU,2030,NA,0.04,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,2019,NA,0.02,NA,0.02,2099.728759765625,NA,NA,40438.33984375,2,2,5.087575912475586,4.284274578094482,9.75,325.88,2099.728759765625,NA,NA,40438.33984375,2,2,5.087575912475586,4.284274578094482,9.75,325.88
United Arab Emirates,ARE,2020,NA,0.02,NA,0.02,1937.3572998046875,NA,NA,37497.59375,NA,NA,5.276951313018799,5.540874481201172,10.619999885559082,NA,1937.3572998046875,NA,NA,37497.59375,NA,NA,5.276951313018799,5.540874481201172,10.619999885559082,NA
United Arab Emirates,ARE,2021,NA,0.02,NA,0.02,1911.746337890625,NA,NA,NA,2,2,NA,NA,10.307000160217283,NA,1911.746337890625,NA,NA,NA,2,2,NA,NA,10.307000160217283,NA
United Arab Emirates,ARE,2022,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,2023,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,2024,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,2025,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,2026,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,2027,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,2028,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
